374.0917 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
375.3898 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000208DEB14910>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000208DEB148B0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000208DEB14700>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000208EBACE520>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
375.3899 	EXP 	window1: mouseVisible = True
375.3900 	EXP 	window1: backgroundImage = None
375.3900 	EXP 	window1: backgroundFit = 'cover'
375.3902 	EXP 	window1: mouseVisible = False
375.3926 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
375.3926 	EXP 	window1: recordFrameIntervals = False
375.5553 	EXP 	window1: recordFrameIntervals = True
375.7392 	EXP 	Screen (0) actual frame rate measured at 59.99Hz
375.7393 	EXP 	window1: recordFrameIntervals = False
381.5671 	EXP 	window1: mouseVisible = True
381.7405 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
381.7408 	EXP 	window1: mouseVisible = True
381.7825 	EXP 	Created GA = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, interpolate=True, mask='circle', maskParams=None, name='GA', opacity=1.0, ori=0.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([1., 1.]), size=array([8.5]), tex='sqr', texRes=512.0, units='deg', win=Window(...))
381.7826 	EXP 	window1: mouseVisible = True
381.7865 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
381.7866 	EXP 	window1: mouseVisible = True
381.7878 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0.   , 0.125]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
381.7880 	EXP 	window1: mouseVisible = True
381.7908 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
381.7910 	EXP 	window1: mouseVisible = True
381.7922 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0.   , 0.125]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
381.7924 	EXP 	window1: mouseVisible = True
381.7952 	EXP 	Created polygon_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
381.8040 	EXP 	text_2: autoDraw = True
392.5094 	EXP 	Created sequence: random, trialTypes=1, nReps=20, seed=None
392.5098 	EXP 	New trial (rep=0, index=0): None
392.5106 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
392.5107 	EXP 	New trial (rep=0, index=0): None
392.5457 	DATA 	Keypress: space
392.6547 	EXP 	text_2: autoDraw = False
392.6547 	EXP 	GA: sf = array([0.5, 0.5])
392.6547 	EXP 	GA: phase = array([0., 0.])
392.6547 	EXP 	text_3: height = 0.05
392.6547 	EXP 	text_3: height = 0.05
392.6547 	EXP 	text_3: height = 0.05
392.6547 	EXP 	text_3: text = 'Spatial frequency: 0.500\nContrast: 0.376'
392.6547 	EXP 	GA: autoDraw = True
392.6547 	EXP 	polygon: autoDraw = True
392.6547 	EXP 	text_3: autoDraw = True
392.6547 	EXP 	GA: tex = 'sqr'
392.7547 	EXP 	GA: autoDraw = False
392.7547 	EXP 	polygon: autoDraw = False
392.7547 	EXP 	text_3: autoDraw = False
392.7547 	EXP 	GA: autoDraw = False
392.7547 	EXP 	polygon: autoDraw = False
392.7547 	EXP 	text_3: autoDraw = False
392.7547 	EXP 	text_4: height = 0.05
392.7547 	EXP 	text_4: height = 0.05
392.7547 	EXP 	text_4: height = 0.05
392.7547 	EXP 	text_4: text = 'Spatial frequency: 0.500\nContrast: 0.376'
392.7547 	EXP 	GA: autoDraw = True
392.7547 	EXP 	polygon_2: autoDraw = True
392.7547 	EXP 	text_4: autoDraw = True
398.8740 	DATA 	Keypress: p
400.0752 	DATA 	Keypress: i
400.0887 	EXP 	GA: autoDraw = False
400.0887 	EXP 	polygon_2: autoDraw = False
400.0887 	EXP 	text_4: autoDraw = False
400.0887 	EXP 	polygon_3: autoDraw = True
400.5886 	EXP 	New trial (rep=1, index=0): None
400.5892 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
400.5893 	EXP 	New trial (rep=0, index=0): None
400.6051 	EXP 	polygon_3: autoDraw = False
400.6051 	EXP 	GA: sf = array([0.5, 0.5])
400.6051 	EXP 	GA: phase = array([0., 0.])
400.6051 	EXP 	text_3: height = 0.05
400.6051 	EXP 	text_3: height = 0.05
400.6051 	EXP 	text_3: height = 0.05
400.6051 	EXP 	text_3: text = 'Spatial frequency: 0.500\nContrast: 1.000'
400.6051 	EXP 	GA: autoDraw = True
400.6051 	EXP 	polygon: autoDraw = True
400.6051 	EXP 	text_3: autoDraw = True
400.7049 	EXP 	GA: autoDraw = False
400.7049 	EXP 	polygon: autoDraw = False
400.7049 	EXP 	text_3: autoDraw = False
400.7049 	EXP 	GA: autoDraw = False
400.7049 	EXP 	polygon: autoDraw = False
400.7049 	EXP 	text_3: autoDraw = False
400.7049 	EXP 	text_4: height = 0.05
400.7049 	EXP 	text_4: height = 0.05
400.7049 	EXP 	text_4: height = 0.05
400.7049 	EXP 	text_4: text = 'Spatial frequency: 0.500\nContrast: 1.000'
400.7049 	EXP 	GA: autoDraw = True
400.7049 	EXP 	polygon_2: autoDraw = True
400.7049 	EXP 	text_4: autoDraw = True
401.9739 	DATA 	Keypress: i
401.9886 	EXP 	GA: autoDraw = False
401.9886 	EXP 	polygon_2: autoDraw = False
401.9886 	EXP 	text_4: autoDraw = False
401.9886 	EXP 	polygon_3: autoDraw = True
402.4731 	EXP 	New trial (rep=2, index=0): None
402.4738 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
402.4740 	EXP 	New trial (rep=0, index=0): None
402.4882 	EXP 	polygon_3: autoDraw = False
402.4882 	EXP 	polygon_3: autoDraw = False
402.4882 	EXP 	GA: sf = array([0.5, 0.5])
402.4882 	EXP 	GA: phase = array([0., 0.])
402.4882 	EXP 	text_3: height = 0.05
402.4882 	EXP 	text_3: height = 0.05
402.4882 	EXP 	text_3: height = 0.05
402.4882 	EXP 	text_3: text = 'Spatial frequency: 0.500\nContrast: 0.053'
402.4882 	EXP 	GA: autoDraw = True
402.4882 	EXP 	polygon: autoDraw = True
402.4882 	EXP 	text_3: autoDraw = True
402.5881 	EXP 	GA: autoDraw = False
402.5881 	EXP 	polygon: autoDraw = False
402.5881 	EXP 	text_3: autoDraw = False
402.5881 	EXP 	GA: autoDraw = False
402.5881 	EXP 	polygon: autoDraw = False
402.5881 	EXP 	text_3: autoDraw = False
402.5881 	EXP 	text_4: height = 0.05
402.5881 	EXP 	text_4: height = 0.05
402.5881 	EXP 	text_4: height = 0.05
402.5881 	EXP 	text_4: text = 'Spatial frequency: 0.500\nContrast: 0.053'
402.5881 	EXP 	GA: autoDraw = True
402.5881 	EXP 	polygon_2: autoDraw = True
402.5881 	EXP 	text_4: autoDraw = True
403.1249 	DATA 	Keypress: i
403.1383 	EXP 	GA: autoDraw = False
403.1383 	EXP 	polygon_2: autoDraw = False
403.1383 	EXP 	text_4: autoDraw = False
403.1383 	EXP 	polygon_3: autoDraw = True
403.6226 	EXP 	New trial (rep=3, index=0): None
403.6234 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
403.6236 	EXP 	New trial (rep=0, index=0): None
403.6379 	EXP 	polygon_3: autoDraw = False
403.6379 	EXP 	polygon_3: autoDraw = False
403.6379 	EXP 	GA: sf = array([0.5, 0.5])
403.6379 	EXP 	GA: phase = array([0., 0.])
403.6379 	EXP 	text_3: height = 0.05
403.6379 	EXP 	text_3: height = 0.05
403.6379 	EXP 	text_3: height = 0.05
403.6379 	EXP 	text_3: text = 'Spatial frequency: 0.500\nContrast: 0.376'
403.6379 	EXP 	GA: autoDraw = True
403.6379 	EXP 	polygon: autoDraw = True
403.6379 	EXP 	text_3: autoDraw = True
403.7379 	EXP 	GA: autoDraw = False
403.7379 	EXP 	polygon: autoDraw = False
403.7379 	EXP 	text_3: autoDraw = False
403.7379 	EXP 	GA: autoDraw = False
403.7379 	EXP 	polygon: autoDraw = False
403.7379 	EXP 	text_3: autoDraw = False
403.7379 	EXP 	text_4: height = 0.05
403.7379 	EXP 	text_4: height = 0.05
403.7379 	EXP 	text_4: height = 0.05
403.7379 	EXP 	text_4: text = 'Spatial frequency: 0.500\nContrast: 0.376'
403.7379 	EXP 	GA: autoDraw = True
403.7379 	EXP 	polygon_2: autoDraw = True
403.7379 	EXP 	text_4: autoDraw = True
406.1079 	DATA 	Keypress: j
406.1214 	EXP 	GA: autoDraw = False
406.1214 	EXP 	polygon_2: autoDraw = False
406.1214 	EXP 	text_4: autoDraw = False
406.1214 	EXP 	polygon_3: autoDraw = True
406.6057 	EXP 	New trial (rep=4, index=0): None
406.6063 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
406.6064 	EXP 	New trial (rep=0, index=0): None
406.6214 	EXP 	polygon_3: autoDraw = False
406.6214 	EXP 	polygon_3: autoDraw = False
406.6214 	EXP 	GA: sf = array([0.5, 0.5])
406.6214 	EXP 	GA: phase = array([0., 0.])
406.6214 	EXP 	text_3: height = 0.05
406.6214 	EXP 	text_3: height = 0.05
406.6214 	EXP 	text_3: height = 0.05
