25.5186 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
26.4738 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000256CFA65910>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000256CFA658B0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000256CFA65700>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000256DCE177F0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
26.4739 	EXP 	window1: mouseVisible = True
26.4739 	EXP 	window1: backgroundImage = None
26.4739 	EXP 	window1: backgroundFit = 'cover'
26.4741 	EXP 	window1: mouseVisible = False
26.4765 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
26.4765 	EXP 	window1: recordFrameIntervals = False
26.6392 	EXP 	window1: recordFrameIntervals = True
26.8232 	EXP 	Screen (0) actual frame rate measured at 59.95Hz
26.8232 	EXP 	window1: recordFrameIntervals = False
31.2181 	EXP 	window1: mouseVisible = True
31.2911 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Press spacebar to start the experiment\n\n', units='height', win=Window(...), wrapWidth=1)
35.7750 	EXP 	window1: mouseVisible = True
