32.7013 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
33.6671 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019D6D685910>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019D6D6858B0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019D6D685700>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000019D7AA377F0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
33.6672 	EXP 	window1: mouseVisible = True
33.6672 	EXP 	window1: backgroundImage = None
33.6672 	EXP 	window1: backgroundFit = 'cover'
33.6673 	EXP 	window1: mouseVisible = False
33.6691 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
33.6691 	EXP 	window1: recordFrameIntervals = False
33.8339 	EXP 	window1: recordFrameIntervals = True
34.0177 	EXP 	Screen (0) actual frame rate measured at 59.83Hz
34.0178 	EXP 	window1: recordFrameIntervals = False
38.8385 	EXP 	window1: mouseVisible = True
38.9610 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
38.9613 	EXP 	window1: mouseVisible = True
39.0048 	EXP 	Created GA = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, interpolate=True, mask='circle', maskParams=None, name='GA', opacity=1.0, ori=0.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([1., 1.]), size=array([8.5]), tex='sqr', texRes=512.0, units='deg', win=Window(...))
39.0050 	EXP 	window1: mouseVisible = True
39.0095 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
39.0097 	EXP 	window1: mouseVisible = True
39.0111 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0.   , 0.125]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
39.0112 	EXP 	window1: mouseVisible = True
39.0151 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
39.0153 	EXP 	window1: mouseVisible = True
39.0167 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0.   , 0.125]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
39.0168 	EXP 	window1: mouseVisible = True
39.0199 	EXP 	Created polygon_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
39.0327 	EXP 	text_2: autoDraw = True
57.0169 	DATA 	Keypress: lwindows
57.2527 	DATA 	Keypress: lshift
58.5193 	DATA 	Keypress: s
69.2195 	EXP 	Created sequence: random, trialTypes=1, nReps=20, seed=None
69.2198 	EXP 	New trial (rep=0, index=0): None
69.2206 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
69.2207 	EXP 	New trial (rep=0, index=0): None
69.2764 	DATA 	Keypress: space
69.2822 	EXP 	text_2: autoDraw = False
69.2822 	EXP 	GA: sf = array([0.5, 0.5])
69.2822 	EXP 	GA: phase = array([0., 0.])
69.2822 	EXP 	text_3: height = 0.05
69.2822 	EXP 	text_3: height = 0.05
69.2822 	EXP 	text_3: height = 0.05
69.2822 	EXP 	text_3: text = 'Spatial frequency: 0.500\nContrast: 0.053'
69.2822 	EXP 	GA: autoDraw = True
69.2822 	EXP 	polygon: autoDraw = True
69.2822 	EXP 	text_3: autoDraw = True
69.2822 	EXP 	GA: tex = 'sqr'
69.3824 	EXP 	GA: autoDraw = False
69.3824 	EXP 	polygon: autoDraw = False
69.3824 	EXP 	text_3: autoDraw = False
69.3824 	EXP 	GA: autoDraw = False
69.3824 	EXP 	polygon: autoDraw = False
69.3824 	EXP 	text_3: autoDraw = False
69.3824 	EXP 	text_4: height = 0.05
69.3824 	EXP 	text_4: height = 0.05
69.3824 	EXP 	text_4: height = 0.05
69.3824 	EXP 	text_4: text = 'Spatial frequency: 0.500\nContrast: 0.053'
69.3824 	EXP 	GA: autoDraw = True
69.3824 	EXP 	polygon_2: autoDraw = True
69.3824 	EXP 	text_4: autoDraw = True
70.6023 	DATA 	Keypress: lwindows
70.7037 	DATA 	Keypress: lshift
76.7699 	DATA 	Keypress: i
76.7838 	EXP 	GA: autoDraw = False
76.7838 	EXP 	polygon_2: autoDraw = False
76.7838 	EXP 	text_4: autoDraw = False
76.7838 	EXP 	polygon_3: autoDraw = True
77.2674 	EXP 	New trial (rep=1, index=0): None
77.2683 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
77.2685 	EXP 	New trial (rep=0, index=0): None
77.2823 	EXP 	polygon_3: autoDraw = False
77.2823 	EXP 	polygon_3: autoDraw = False
77.2823 	EXP 	GA: sf = array([0.5, 0.5])
77.2823 	EXP 	GA: phase = array([0., 0.])
77.2823 	EXP 	text_3: height = 0.05
77.2823 	EXP 	text_3: height = 0.05
77.2823 	EXP 	text_3: height = 0.05
77.2823 	EXP 	text_3: text = 'Spatial frequency: 0.500\nContrast: 0.141'
77.2823 	EXP 	GA: autoDraw = True
77.2823 	EXP 	polygon: autoDraw = True
77.2823 	EXP 	text_3: autoDraw = True
77.3831 	EXP 	GA: autoDraw = False
77.3831 	EXP 	polygon: autoDraw = False
77.3831 	EXP 	text_3: autoDraw = False
77.3831 	EXP 	GA: autoDraw = False
77.3831 	EXP 	polygon: autoDraw = False
77.3831 	EXP 	text_3: autoDraw = False
77.3831 	EXP 	text_4: height = 0.05
77.3831 	EXP 	text_4: height = 0.05
77.3831 	EXP 	text_4: height = 0.05
77.3831 	EXP 	text_4: text = 'Spatial frequency: 0.500\nContrast: 0.141'
77.3831 	EXP 	GA: autoDraw = True
77.3831 	EXP 	polygon_2: autoDraw = True
77.3831 	EXP 	text_4: autoDraw = True
